cid,month,spending,transaction
4060,8,55.20,26
4060,9,31.15,16
4060,10,96.37,24
4060,11,94.67,30
4060,12,75.14,31
4061,1,53.78,20
4061,2,66.24,22
4061,3,30.90,17
4061,4,53.62,27
4061,5,61.26,33
4061,6,60.89,31
4061,7,56.24,20
4061,8,239.41,28
4061,9,229.24,28
4061,10,52.22,28
4061,11,42.17,23
4062,1,79.82,25
4062,2,49.87,19
4062,3,119.00,25
4062,5,33.76,54
4062,6,101.98,28
4062,7,92.69,29
4062,8,37.19,29
4063,1,96.94,22
4063,2,158.31,36
4063,3,35.60,17
4063,4,57.51,26
4063,5,50.97,24
4063,6,72.93,23
4063,7,139.97,38
4063,9,48.25,22
4063,10,81.62,30
4064,3,67.11,19
4064,4,87.20,37
4064,5,78.98,52
4064,6,85.78,33
4064,7,226.67,38
4064,8,117.10,26
4064,10,192.87,26
4064,12,61.09,20
4065,1,72.00,32
4065,2,96.54,36
4065,3,88.02,27
4065,5,121.27,26
4065,7,37.74,24
4065,9,60.79,19
4065,10,57.03,22
4065,11,57.46,22
4066,1,128.52,29
4066,5,150.80,34
4066,6,197.24,29
4066,7,186.89,32
4066,8,74.27,21
4066,9,116.46,23
4066,10,147.14,29
4066,11,61.05,21
4067,1,135.45,33
4067,2,70.20,48
4067,3,169.39,27
4067,4,79.81,28
4067,5,42.27,27
4067,6,130.51,34
4067,10,250.07,34
4067,11,81.21,29
4067,12,88.32,33
4068,1,57.55,18
4068,2,49.32,16
4068,3,202.29,30
4068,5,49.33,19
4068,6,93.47,26
4068,7,40.35,38
4068,8,119.17,34
4068,10,107.38,24
4068,11,37.34,25
4069,1,98.05,23
4069,2,89.47,28
4069,3,32.82,20
4069,4,56.59,26
4069,6,155.23,33
4069,7,200.44,32
4069,10,98.70,22
4069,11,75.43,22
4070,1,45.34,21
4070,3,56.59,28
4070,4,140.58,28
4070,5,75.89,20
4070,6,48.64,16
4070,7,60.36,24
4070,8,125.25,54
4070,9,164.41,34
4070,10,96.87,37
4070,11,93.56,22
4071,1,86.88,21
4071,4,102.07,41
4071,6,64.02,29
4071,7,155.12,36
4071,8,128.90,38
4071,9,119.79,23
4071,12,62.56,20
4072,2,96.61,32
4072,3,202.64,31
4072,7,67.87,30
4072,10,109.16,50
4072,11,206.08,29
4073,1,88.96,22
4073,2,128.36,29
4073,4,60.08,26
4073,5,40.11,21
4073,8,114.77,33
4073,10,54.41,28
4073,11,86.70,31
4074,1,141.40,26
4074,3,47.92,16
4074,5,94.56,37
4074,9,173.93,25
4074,10,185.57,48
4074,12,193.96,56
4075,1,213.58,32
4075,3,43.11,26
4075,4,52.37,19
4075,6,49.84,16
4075,8,109.63,25
4075,10,87.24,20
4075,11,79.66,38
4075,12,111.37,33
4076,1,189.87,30
4076,2,44.16,21
4076,3,63.88,29
4076,4,44.94,17
4076,5,106.76,26
4076,6,95.15,24
4076,7,160.25,43
4076,9,62.01,18
4076,10,89.81,37
4076,12,51.72,28
4077,1,109.27,31
4077,2,47.89,22
4077,4,202.12,38
4077,5,44.42,18
4077,6,44.29,52
4077,8,58.25,48
4077,10,334.16,32
4078,1,67.78,26
4078,4,148.58,55
4078,5,63.82,25
4078,8,97.49,40
4078,9,43.25,19
4078,10,272.81,41
4078,11,101.21,25
4078,12,42.38,18
4079,1,52.10,17
4079,2,57.44,25
4079,3,66.01,24
4079,4,132.09,27
4079,5,152.30,42
4079,6,70.24,27
4079,8,42.69,23
4079,11,38.51,13
4080,1,159.83,27
4080,2,119.30,26
4080,5,89.98,29
4080,7,46.35,17
4080,11,45.46,19
4081,4,182.60,27
4081,5,62.06,26
4081,6,43.52,16
4081,9,73.35,32
4081,10,127.17,40
4081,11,57.55,24
4081,12,62.40,22
4082,1,86.44,42
4082,3,69.75,35
4082,4,207.27,35
4082,5,100.48,36
4082,6,49.63,25
4082,9,86.85,27
4082,11,39.07,27
4082,12,191.40,39
4083,1,30.13,13
4083,2,77.41,25
4083,4,96.36,23
4083,6,326.79,36
4083,8,54.81,23
4083,12,49.76,17
4084,3,50.73,16
4084,4,80.56,37
4084,7,53.47,20
4084,8,106.49,26
4084,9,463.88,38
4084,10,98.85,39
4084,12,35.21,15
4085,1,34.39,22
4085,2,125.24,42
4085,3,69.79,30
4085,4,109.40,33
4085,5,72.36,29
4085,8,35.56,22
4085,9,42.80,34
4085,10,35.94,16
4085,12,60.96,23
4086,2,101.80,26
4086,4,196.69,32
4086,5,53.19,28
4086,6,63.27,22
4086,7,69.78,25
4086,8,45.61,34
4086,9,115.57,25
4087,2,43.11,18
4087,5,42.90,30
4087,6,125.04,25
4087,8,53.76,30
4087,12,36.90,13
4088,1,72.15,36
4088,4,68.26,26
4088,10,79.19,28
4089,1,121.11,28
4089,2,36.78,16
4089,3,71.82,38
4089,4,53.15,24
4089,5,206.71,31
4089,6,51.09,34
4089,9,56.96,22
4089,10,182.70,33
4089,12,104.88,28
4090,2,110.01,26
4090,3,107.36,28
4090,4,35.57,28
4090,5,108.58,26
4090,6,72.56,23
4090,7,181.80,29
4090,8,57.05,31
4090,11,65.64,23
4091,1,41.61,32
4091,3,75.05,21
4091,4,108.82,25
4091,5,75.56,26
4091,7,325.14,36
4091,8,84.35,38
4091,10,137.42,31
4091,11,100.79,35
4091,12,126.03,29
4092,1,156.50,25
4092,3,149.43,34
4092,6,125.73,33
4092,7,92.44,30
4092,8,38.92,33
4092,10,78.65,20
4092,11,32.87,37
4093,2,75.29,34
4093,4,75.00,26
4093,5,55.27,21
4093,6,55.59,64
4093,7,128.71,36
4093,8,100.38,28
4093,9,84.50,34
4093,11,37.40,23
4094,1,119.93,35
4094,4,276.22,34
4094,5,113.15,33
4094,6,49.19,33
4094,7,77.46,80
4094,9,75.33,20
4094,11,67.42,26
4095,2,49.42,16
4095,4,183.54,35
4095,7,46.20,46
4095,8,106.46,24
4095,9,135.07,38
4095,10,40.27,41
4095,12,91.72,22
4096,2,97.38,38
4096,3,104.18,25
4096,4,73.50,24
4096,6,35.07,15
4096,7,154.92,43
4096,8,85.83,22
4096,9,47.97,24
4096,10,145.76,28
4096,11,91.70,25
4096,12,143.85,29
4097,2,247.00,38
4097,4,83.98,22
4097,6,383.54,42
4097,7,46.57,23
4097,9,86.60,28
4097,10,77.79,39
4098,1,64.42,27
4098,2,244.41,32
4098,3,35.46,34
4098,4,94.60,22
4098,8,47.82,24
4098,10,113.96,34
4098,11,50.32,20
4099,1,62.23,26
4099,5,63.07,38
4099,6,45.91,40
4099,8,62.26,30
4099,10,152.18,25
4099,11,46.04,21
4099,12,96.91,30
4100,2,81.76,33
4100,3,96.67,31
4100,4,78.60,30
4100,5,66.43,35
4100,6,165.08,26
4100,7,108.34,24
4100,8,46.14,22
4100,11,47.49,17
4101,2,101.74,50
4101,3,74.35,22
4101,5,35.49,32
4101,7,120.31,41
4101,9,52.11,25
4101,10,45.65,15
4101,12,71.32,20
4102,1,39.50,14
4102,2,54.56,17
4102,3,78.06,33
4102,4,124.03,46
4102,5,71.00,22
4102,6,61.68,19
4102,7,182.53,30
4102,9,57.27,40
4102,11,206.88,31
4102,12,120.59,29
4103,1,75.07,45
4103,2,85.25,22
4103,3,80.04,28
4103,5,88.36,23
4103,6,67.68,31
4103,8,221.30,42
4103,9,75.07,40
4103,11,66.99,22
4103,12,36.15,16
4104,1,51.13,21
4104,2,62.16,23
4104,3,102.28,22
4104,4,56.08,20
4104,5,74.61,29
4104,9,38.38,43
4104,10,148.27,31
4104,12,60.64,23
4105,1,256.00,29
4105,2,46.16,19
4105,3,93.01,41
4105,7,224.26,31
4105,8,39.73,17
4105,9,41.35,26
4105,10,61.12,32
4105,12,114.50,27
4106,2,90.40,31
4106,6,305.47,44
4106,7,53.10,25
4106,9,52.82,28
4106,11,79.24,36
4106,12,245.07,62
4107,2,43.82,22
4107,3,34.51,15
4107,4,75.79,22
4107,6,89.27,35
4107,8,87.10,26
4107,10,55.03,26
4107,11,121.07,30
4108,1,48.49,26
4108,2,87.12,25
4108,6,53.33,22
4108,7,109.21,40
4108,8,92.36,40
4108,11,38.34,13
4109,2,221.49,26
4109,3,41.17,23
4109,4,58.76,19
4109,5,72.39,23
4109,6,155.62,50
4109,10,110.32,24
4109,11,413.47,55
4110,4,66.55,24
4110,5,105.65,33
4110,6,50.27,20
4110,7,121.76,42
4110,8,53.28,44
4110,10,93.09,32
4111,1,317.96,30
4111,2,53.47,19
4111,3,82.89,24
4111,4,52.51,17
4111,6,89.83,37
4111,7,52.49,30
4111,9,119.03,25
4111,10,79.00,20
4111,11,238.91,31
4111,12,62.14,26
4112,1,173.87,27
4112,3,127.07,40
4112,4,87.21,25
4112,6,60.87,21
4112,7,79.85,27
4112,9,78.41,33
4112,11,104.92,36
4113,1,117.06,32
4113,2,181.09,52
4113,5,140.38,43
4113,6,343.20,31
4113,7,189.28,33
4113,9,48.85,18
4113,11,62.05,18
4113,12,64.46,40
4114,1,83.57,31
4114,2,66.73,20
4114,3,85.55,46
4114,4,43.24,19
4114,5,93.39,34
4114,6,236.87,26
4114,7,35.56,28
4114,10,55.52,24
4114,11,60.14,27
4115,1,80.96,22
4115,2,61.54,23
4115,3,79.30,36
4115,4,288.03,45
4115,7,102.96,30
4115,9,242.10,27
4115,12,75.01,28
4116,1,50.17,30
4116,2,436.26,30
4116,3,45.36,20
4116,4,113.42,27
4116,5,79.06,25
4116,7,118.58,34
4116,8,51.93,35
4116,9,95.63,25
4116,10,118.12,25
4116,12,84.89,54
4117,1,106.21,46
4117,5,34.00,21
4117,6,152.00,38
4117,7,57.85,29
4117,9,77.40,37
4117,10,98.05,31
4117,11,148.47,28
4117,12,62.36,39
4118,1,70.74,21
4118,2,117.13,23
4118,3,133.20,24
4118,4,56.75,41
4118,5,99.21,25
4118,8,35.86,13
4118,9,112.27,30
4119,1,95.28,26
4119,2,72.12,26
4119,3,213.59,30
4119,10,139.28,33
4120,3,59.12,39
4120,4,331.13,44
4120,10,33.85,17
4120,11,51.33,16
4120,12,496.06,39
4121,1,161.80,44
4121,2,362.66,29
4121,4,63.81,21
4121,5,43.29,16
4121,6,61.41,27
4121,7,84.36,25
4121,9,50.38,26
4121,10,42.74,26
4121,11,106.66,28
4121,12,135.51,23
4122,3,48.78,22
4122,4,97.15,46
4122,5,97.55,26
4122,6,36.79,14
4122,9,63.33,44
4122,10,64.43,31
4122,12,60.40,37
4123,1,221.78,30
4123,3,79.32,24
4123,4,83.88,36
4123,6,148.80,25
4123,8,394.54,31
4123,9,201.56,30
4123,10,112.98,30
4123,11,49.58,17
4123,12,102.38,23
4124,1,62.10,23
4124,3,235.30,33
4124,4,430.70,43
4124,6,66.50,36
4124,8,65.35,29
4124,10,69.93,23
4124,11,47.30,21
4124,12,162.23,49
4125,1,42.55,21
4125,2,64.61,20
4125,4,58.90,21
4125,5,86.66,35
4125,6,44.40,19
4125,9,118.18,25
4126,1,53.37,17
4126,4,44.28,18
4126,5,40.41,21
4126,6,130.29,40
4126,7,57.75,28
4126,8,91.03,32
4126,9,61.15,20
4126,11,48.90,20
4126,12,123.43,37
4127,1,52.04,20
4127,4,212.61,39
4127,5,104.99,45
4127,8,74.34,30
4127,9,143.03,35
4127,11,46.76,23
4127,12,88.24,46
4128,3,62.25,31
4128,4,63.45,25
4128,5,116.23,36
4128,6,56.77,28
4128,7,104.80,35
4128,8,88.07,21
4128,9,121.01,32
4128,10,86.99,31
4128,12,489.17,53
4129,1,58.20,18
4129,2,38.51,35
4129,3,37.37,28
4129,5,183.39,40
4129,6,97.28,21
4129,7,47.25,22
4129,8,39.67,39
4129,10,34.66,24
4129,11,56.05,27
4129,12,64.19,23
4130,1,87.42,22
4130,4,234.93,29
4130,7,59.31,30
4130,10,39.02,37
4130,12,47.03,16
4131,1,211.48,31
4131,5,65.40,36
4131,6,75.43,22
4131,9,67.69,21
4131,10,51.10,19
4131,12,65.30,27
4132,1,46.98,18
4132,2,58.53,43
4132,4,62.33,18
4132,6,55.85,17
4132,8,79.96,73
4132,11,86.63,28
4132,12,51.73,22
4133,1,50.97,18
4133,2,67.40,32
4133,4,64.65,35
4133,5,96.99,41
4133,7,43.63,24
4133,9,114.62,36
4134,2,55.39,18
4134,3,84.29,60
4134,4,34.87,32
4134,5,53.01,49
4134,6,60.98,33
4134,8,65.39,27
4134,10,44.17,16
4135,1,63.15,25
4135,3,42.23,34
4135,5,54.70,33
4135,6,42.36,26
4135,8,138.09,31
4135,10,128.74,38
4135,11,79.87,25
4135,12,94.20,24
4136,1,82.09,23
4136,3,98.45,36
4136,5,36.60,12
4136,6,85.72,21
4136,7,110.66,30
4136,10,63.07,21
4137,2,106.12,31
4137,4,69.39,25
4138,1,128.08,31
4138,2,179.69,36
4138,3,41.67,28
4138,4,77.34,40
4138,7,33.56,16
4138,9,125.85,28
4138,10,136.94,26
4138,11,79.98,55
4138,12,113.48,48
4139,1,63.20,34
4139,3,82.04,24
4139,4,93.93,36
4139,5,58.69,19
4139,7,156.74,41
4139,10,57.58,29
4139,11,86.53,23
4140,1,85.12,21
4140,4,109.36,26
4140,5,62.22,42
4140,6,59.22,19
4140,9,126.34,31
4140,11,61.05,30
4141,1,91.02,32
4141,2,104.96,29
4141,3,86.79,26
4141,4,82.13,31
4141,5,116.76,73
4141,6,70.83,19
4141,7,289.80,28
4141,8,194.87,26
4141,9,55.08,37
4141,11,73.35,22
4142,1,77.20,40
4142,4,83.99,24
4142,6,40.95,22
4142,7,106.89,24
4142,9,78.24,30
4142,10,110.67,36
4142,11,464.09,31
4143,2,63.41,27
4143,3,51.13,36
4143,4,118.97,26
4143,6,61.15,43
4143,9,82.67,36
4143,10,65.76,31
4144,1,73.56,38
4144,2,52.38,31
4144,3,66.02,35
4144,6,64.03,24
4144,7,93.38,29
4144,8,88.78,22
4144,9,41.57,21
4144,10,51.52,53
4144,11,64.90,30
4144,12,118.26,29
4145,2,48.97,20
4145,4,57.27,29
4145,8,120.40,31
4145,9,165.01,38
4145,11,229.28,28
4146,1,85.65,43
4146,2,75.20,26
4146,3,40.44,50
4146,5,39.12,40
4146,6,54.72,22
4146,11,127.48,28
4146,12,68.10,21
4147,2,107.77,25
4147,3,166.29,52
4147,4,81.20,25
4147,5,140.41,25
4147,6,92.30,22
4147,10,39.10,14
4147,12,58.02,26
4148,1,61.20,28
4148,2,83.12,24
4148,3,91.80,25
4148,6,57.57,19
4148,7,47.05,21
4148,8,72.83,22
4148,9,66.19,29
4148,11,76.21,23
4148,12,126.33,24
4149,1,80.07,30
4149,3,414.55,33
4149,6,119.47,27
4149,7,93.83,28
4149,10,64.40,25
4149,12,71.88,21
4150,1,101.17,28
4150,2,54.31,19
4150,5,268.17,33
4150,6,56.81,33
4150,7,43.56,46
4150,8,56.52,19
4150,10,210.40,46
4150,11,58.16,38
4150,12,82.85,22
4151,1,127.85,36
4151,4,141.96,25
4151,5,63.38,26
4151,6,42.83,23
4151,11,44.22,39
4151,12,221.35,30
4152,3,387.96,53
4152,4,51.87,50
4152,5,42.12,35
4152,6,62.26,29
4152,7,212.24,29
4152,9,73.69,36
4152,12,433.91,48
4153,1,149.51,31
4153,2,140.14,49
4153,3,69.53,23
4153,6,62.10,19
4153,7,117.82,46
4153,8,73.37,44
4153,9,356.69,49
4153,10,89.68,27
4153,12,72.88,43
4154,3,60.24,24
4154,5,78.12,24
4154,7,75.81,24
4154,8,65.58,20
4154,9,54.87,27
4154,10,97.55,29
4154,11,84.64,47
4154,12,61.12,19
4155,1,60.63,18
4155,3,118.89,26
4155,4,117.52,46
4155,6,38.36,16
4155,8,106.41,23
4155,10,204.71,30
4155,11,125.27,29
4155,12,854.33,45
4156,2,40.65,15
4156,5,45.02,17
4156,6,39.64,27
4156,7,115.72,23
4156,8,58.94,29
4156,9,46.17,25
4156,12,121.87,31
4157,1,188.57,39
4157,2,35.22,26
4157,3,93.87,29
4157,4,88.96,37
4157,5,156.21,33
4157,8,49.05,22
4157,9,123.65,46
4157,10,191.53,30
4158,1,57.62,29
4158,4,181.37,31
4158,5,74.05,25
4158,6,81.16,33
4158,7,143.55,45
4158,8,43.76,20
4158,9,48.91,19
4158,10,151.40,28
4159,1,84.89,35
4159,2,129.88,25
4159,3,36.54,18
4159,4,107.45,40
4159,6,200.03,42
4159,9,98.61,31
4159,12,52.36,25
4160,2,55.20,25
4160,3,180.13,67
4160,4,95.62,29
4160,5,95.61,28
4160,6,65.68,33
4160,7,84.64,26
4160,8,47.02,24
4160,9,129.48,34
4160,10,279.07,36
4161,2,78.86,30
4161,3,411.88,54
4161,4,139.76,40
4161,5,100.01,35
4161,6,59.07,20
4161,7,111.18,40
4161,10,43.09,21
4161,11,55.77,22
4162,1,106.51,24
4162,2,74.96,34
4162,3,111.14,38
4162,4,79.44,34
4162,5,121.79,25
4162,6,60.14,25
4162,7,46.60,23
4162,8,81.02,25
4162,9,82.81,23
4162,10,158.36,26
4162,11,68.71,26
4163,1,105.41,36
4163,2,52.21,18
4163,6,85.99,28
4163,9,66.04,21
4163,10,33.80,11
4163,11,39.37,14
4163,12,52.41,33
4164,3,57.51,26
4164,4,184.03,25
4164,5,106.96,26
4164,6,94.52,24
4164,7,107.09,50
4164,10,54.53,24
4164,12,144.90,40
4165,1,66.42,27
4165,2,99.89,25
4165,3,59.96,52
4165,4,77.18,30
4165,5,63.05,28
4165,6,42.84,23
4165,8,67.93,37
4165,9,70.51,23
4165,10,90.30,56
4165,11,90.74,31
4166,3,193.87,30
4166,4,90.08,55
4166,5,97.80,34
4166,7,55.54,25
4166,9,127.63,31
4166,10,129.05,32
4166,11,45.80,21
4166,12,95.10,38
4167,1,116.53,25
4167,2,95.54,24
4167,3,307.60,30
4167,4,63.94,33
4167,5,46.05,19
4167,9,60.65,43
4167,10,37.66,58
4167,11,85.23,25
4167,12,121.80,33
4168,2,37.94,15
4168,5,60.14,22
4168,6,139.02,31
4168,7,86.46,27
4168,9,90.87,32
4168,10,121.31,47
4168,11,55.49,40
4168,12,186.36,32
4169,1,70.02,32
4169,2,43.77,19
4169,4,199.01,25
4169,5,91.32,48
4169,6,65.24,33
4169,8,112.38,35
4169,10,66.71,37
4169,11,68.01,37
4170,1,148.84,29
4170,3,203.84,30
4170,4,62.25,26
4170,7,68.20,20
4170,8,41.60,19
4170,9,147.20,35
4170,10,75.00,36
4170,12,56.48,89
4171,1,58.56,25
4171,2,275.92,28
4171,7,371.68,58
4171,8,434.64,52
4171,10,106.01,28
4171,11,66.80,20
4171,12,38.51,21
4172,2,119.11,24
4172,3,53.70,21
4172,6,81.49,25
4172,8,47.74,16
4172,9,43.70,17
4172,10,52.33,33
4172,11,83.93,35
4173,2,178.76,26
4173,3,184.60,28
4173,4,63.01,49
4173,5,91.56,57
4173,7,66.67,32
4173,9,59.98,20
4173,11,41.06,29
4173,12,56.17,29
4174,1,43.26,18
4174,2,177.20,35
4174,3,46.84,21
4174,4,109.26,28
4174,6,47.51,32
4174,7,82.34,33
4174,9,39.46,24
4174,10,86.57,26
4175,1,120.98,35
4175,2,142.27,33
4175,3,33.77,12
4175,4,171.04,29
4175,6,223.83,28
4175,8,145.96,45
4175,9,421.78,30
4175,10,576.05,54
4175,11,86.05,29
4175,12,105.24,62
4176,1,53.59,18
4176,2,85.97,25
4176,6,87.35,68
4176,7,152.55,42
4176,9,134.13,37
4176,10,379.45,31
4176,11,110.93,25
4176,12,119.27,24
4177,1,46.25,17
4177,2,130.30,30
4177,3,55.74,26
4177,4,192.98,63
4177,5,46.99,25
4177,8,121.82,39
4177,10,65.56,26
4177,12,126.01,31
4178,1,67.13,21
4178,2,173.22,28
4178,3,58.75,24
4178,5,156.68,40
4178,6,130.44,28
4178,8,108.83,33
4178,11,66.52,20
4179,3,35.71,24
4179,4,105.87,50
4179,5,55.24,21
4179,6,58.89,19
4179,8,80.94,22
4179,9,227.40,34
4179,11,95.02,31
4180,2,89.55,32
4180,3,79.56,44
4180,4,189.53,44
4180,6,55.14,20
4180,7,118.87,26
4180,9,62.83,25
4180,11,55.29,17
4180,12,56.85,26
4181,1,44.25,21
4181,2,68.55,22
4181,3,175.45,57
4181,4,60.62,23
4181,5,112.77,27
4181,6,96.28,35
4181,11,93.73,22
4181,12,151.53,41
4182,1,57.64,33
4182,2,121.98,27
4182,3,130.39,25
4182,5,276.01,47
4182,6,116.01,23
4182,7,39.13,19
4182,8,159.94,52
4182,9,123.95,29
4182,11,71.88,23
4182,12,92.90,27
4183,1,98.59,48
4183,2,40.23,38
4183,5,57.62,36
4183,8,69.14,54
4183,11,54.22,19
4183,12,177.89,38
4184,2,70.42,31
4184,3,65.64,28
4184,4,76.07,40
4184,5,110.21,25
4184,6,98.83,30
4184,7,109.26,39
4184,8,82.71,50
4184,9,43.55,50
4184,11,73.84,21
4184,12,35.16,11
4185,1,53.65,22
4185,5,81.92,23
4185,6,148.91,38
4185,9,68.02,19
4185,10,52.97,20
4185,11,137.85,38
4186,2,88.72,34
4186,3,77.00,20
4186,4,89.95,22
4186,7,93.39,33
4186,8,35.21,15
4186,9,144.71,31
4186,10,75.00,30
4186,11,29.43,14
4186,12,159.20,29
4187,1,35.52,21
4187,3,56.73,22
4187,5,42.96,29
4187,6,159.07,28
4187,8,67.52,20
4187,9,66.26,29
4187,10,115.97,25
4187,12,115.02,27
4188,1,45.20,21
4188,2,66.24,29
4188,4,186.19,44
4188,7,114.03,27
4188,9,47.04,18
4189,2,85.95,20
4189,3,84.89,27
4189,5,62.36,25
4189,6,50.70,18
4189,7,61.65,31
4189,8,42.82,41
4189,9,51.76,22
4189,10,94.97,47
4189,11,130.53,29
4189,12,95.36,21
4190,1,52.89,22
4190,2,148.96,41
4190,4,44.88,21
4190,5,86.85,28
4190,6,139.68,36
4190,8,71.44,31
4190,9,158.07,40
4190,10,93.76,26
4190,12,63.31,22
4191,1,75.90,36
4191,2,74.40,24
4191,4,107.83,23
4191,5,46.39,18
4191,9,143.99,37
4191,10,112.19,44
4191,11,40.53,20
4191,12,117.43,30
4192,1,67.26,29
4192,2,76.69,21
4192,4,56.40,36
4192,9,93.29,37
4192,10,56.81,19
4192,11,184.94,30
4192,12,222.49,41
4193,2,42.34,28
4193,3,177.45,29
4193,4,446.67,36
4193,5,86.10,33
4193,6,85.80,23
4193,7,46.99,15
4193,8,110.78,40
4193,9,75.80,29
4193,10,48.08,28
4193,11,171.69,45
4193,12,68.42,24
4194,1,150.46,25
4194,2,69.44,27
4194,5,52.95,26
4194,8,107.16,27
4194,12,277.44,32
4195,1,127.95,30
4195,2,132.83,37
4195,3,111.43,40
4195,6,62.62,23
4195,8,69.49,25
4195,9,44.29,16
4195,10,95.90,43
4195,11,62.93,31
4196,6,119.90,50
4196,10,38.27,17
4196,11,92.21,30
4196,12,63.56,22
4197,1,94.22,28
4197,4,32.27,34
4197,6,114.62,56
4197,7,120.99,32
4197,8,76.89,39
4197,9,77.52,20
4197,10,231.70,28
4197,11,107.59,28
4197,12,54.67,37
4198,1,39.98,15
4198,4,31.27,17
4198,5,92.80,26
4198,6,87.16,46
4198,9,57.86,23
4198,10,94.06,71
4198,12,93.23,31
4199,1,129.93,26
4199,2,44.44,17
4199,4,42.25,35
4199,6,135.02,46
4199,7,236.55,45
4199,8,75.59,34
4199,9,399.15,46
4199,10,47.27,17
4199,11,178.21,76
4200,2,82.80,21
4200,3,80.41,28
4200,6,39.16,24
4200,7,152.90,40
4200,9,76.19,21
4200,10,267.38,32
4200,11,56.77,22
4201,1,43.47,20
4201,2,107.37,49
4201,3,86.87,35
4201,4,75.42,25
4201,6,184.35,27
4201,7,45.54,26
4201,8,101.68,51
4201,10,69.89,38
4201,11,93.76,33
4201,12,94.98,80
4202,1,48.43,24
4202,2,103.94,46
4202,3,165.63,30
4202,4,144.78,26
4202,5,31.88,26
4202,9,101.28,31
4202,10,43.56,15
4202,11,237.22,84
4203,2,42.12,15
4203,3,83.90,23
4203,4,97.32,23
4203,6,50.00,23
4203,7,89.67,22
4203,9,282.33,28
4203,11,70.88,26
4203,12,418.20,36
4204,1,56.15,50
4204,2,32.96,26
4204,4,41.92,14
4204,5,134.36,41
4204,8,51.10,27
4204,10,105.29,28
4204,11,46.05,36
4205,1,52.27,17
4205,2,77.03,37
4205,3,41.69,26
4205,6,51.39,16
4205,7,49.25,20
4205,9,146.64,33
4206,1,93.52,26
4206,3,74.10,19
4206,4,63.10,20
4206,5,50.42,18
4206,6,205.26,29
4206,10,137.22,62
4206,11,103.54,24
4207,1,66.51,22
4207,2,125.42,29
4207,3,106.35,33
4207,4,179.36,38
4207,6,278.33,28
4207,11,61.25,19
4207,12,63.27,25
4208,2,31.66,12
4208,3,63.98,26
4208,4,121.02,30
4208,5,41.48,20
4208,7,66.45,43
4208,8,57.61,20
4208,9,120.55,27
4208,10,143.79,33
4208,11,69.33,63
4208,12,43.25,18
4209,1,46.02,41
4209,3,64.97,32
4209,5,158.06,28
4209,7,310.31,43
4209,8,52.35,19
4209,10,67.31,35
4210,1,84.54,20
4210,2,121.72,26
4210,3,71.38,24
4210,4,79.76,31
4210,7,372.79,30
4210,11,94.30,28
4210,12,87.61,35
4211,1,58.14,24
4211,2,125.38,33
4211,3,184.12,26
4211,4,47.20,18
4211,5,123.02,29
4211,6,103.88,48
4211,9,96.85,23
4211,12,45.84,23
4212,2,71.42,33
4212,3,58.37,23
4212,6,64.66,22
4212,7,195.66,34
4212,9,39.92,22
4212,11,54.12,19
4213,1,39.56,16
4213,3,281.12,67
4213,4,48.54,22
4213,5,63.88,25
4213,6,53.39,21
4213,8,34.77,16
4213,9,74.82,30
4213,10,59.80,24
4213,11,65.54,29
4214,1,104.82,30
4214,2,41.25,17
4214,3,90.13,25
4214,4,32.22,14
4214,5,57.29,43
4214,8,74.84,23
4214,9,100.09,35
4214,10,126.16,28
4214,11,70.49,23
4214,12,163.75,47
4215,1,153.50,24
4215,2,49.79,17
4215,3,79.84,33
4215,4,51.52,41
4215,5,53.40,17
4215,8,61.77,40
4215,12,75.17,25
4216,1,31.77,39
4216,2,120.05,83
4216,6,50.03,33
4216,7,168.87,41
4216,8,71.56,22
4216,9,86.79,27
4216,12,86.15,26
4217,3,137.34,26
4217,4,46.80,46
4217,6,66.40,24
4217,7,68.48,30
4217,8,39.63,21
4217,9,70.47,23
4217,11,46.49,42
4217,12,215.34,37
4218,1,78.22,25
4218,2,76.16,22
4218,4,47.47,17
4218,5,76.73,26
4218,7,119.29,42
4218,8,51.92,37
4218,10,113.63,41
4218,12,143.29,34
4219,2,53.10,28
4219,3,62.09,25
4219,4,52.01,21
4219,5,37.03,40
4219,6,58.63,25
4219,8,36.09,26
4219,10,48.02,36
4219,11,108.39,27
4220,2,133.51,29
4220,4,67.43,23
4220,5,72.09,20
4220,7,113.11,29
4220,8,48.99,42
4220,9,41.39,15
4220,10,265.83,57
4220,11,112.20,23
4221,2,86.45,34
4221,3,101.20,37
4221,6,135.34,25
4221,9,73.45,37
4221,10,36.47,13
4221,12,100.81,43
4222,2,62.63,46
4222,4,51.96,27
4222,5,68.99,22
4222,6,164.42,36
4222,8,66.82,28
4222,9,63.76,18
4222,10,150.81,28
4222,11,45.04,17
4222,12,236.95,39
4223,1,228.75,35
4223,2,94.84,31
4223,4,40.32,16
4223,6,67.10,30
4223,7,90.59,21
4223,8,48.54,16
4223,9,81.47,29
4223,12,76.68,23
4224,1,204.98,29
4224,2,65.87,27
4224,6,52.08,23
4224,7,56.82,29
4224,10,402.92,52
4224,11,114.22,24
4224,12,87.28,28
4225,2,122.44,40
4225,3,112.65,27
4225,4,92.48,26
4225,5,60.08,28
4225,6,53.45,21
4225,9,105.23,47
4225,11,60.19,36
4225,12,53.14,22
4226,1,54.19,24
4226,2,79.63,36
4226,3,82.65,40
4226,5,80.57,34
4227,2,134.47,30
4227,3,188.15,29
